CTYNAME,YEAR,MEDIAN_AGE_TOT
Thomas County,3,44.8
Thomas County,4,46.0
Thurston County,1,28.2
Thurston County,2,28.1
Thurston County,3,28.4
Thurston County,4,28.0
Valley County,1,44.8
Valley County,2,44.8
Valley County,3,44.5
Valley County,4,44.1
Washington County,1,41.6
Washington County,2,41.6
Washington County,3,41.8
Washington County,4,41.9
Wayne County,1,31.5
Wayne County,2,31.6
Wayne County,3,31.1
Wayne County,4,31.3
Webster County,1,44.3
Webster County,2,44.4
Webster County,3,43.4
Webster County,4,43.9
Wheeler County,1,51.7
Wheeler County,2,51.4
Wheeler County,3,51.0
Wheeler County,4,50.1
York County,1,39.6
York County,2,39.7
York County,3,39.5
York County,4,39.3
Churchill County,1,39.0
Churchill County,2,39.0
Churchill County,3,39.0
Churchill County,4,38.9
Clark County,1,37.8
Clark County,2,37.9
Clark County,3,38.1
Clark County,4,38.3
Douglas County,1,53.5
Douglas County,2,53.7
Douglas County,3,54.1
Douglas County,4,54.7
Elko County,1,34.9
Elko County,2,35.0
Elko County,3,35.2
Elko County,4,35.5
Esmeralda County,1,54.2
Esmeralda County,2,54.8
Esmeralda County,3,53.9
Esmeralda County,4,52.8
Eureka County,1,44.0
Eureka County,2,44.3
Eureka County,3,44.2
Eureka County,4,45.5
Humboldt County,1,36.0
Humboldt County,2,36.1
Humboldt County,3,36.2
Humboldt County,4,36.6
Lander County,1,37.7
Lander County,2,37.8
Lander County,3,38.0
Lander County,4,37.8
Lincoln County,1,44.5
Lincoln County,2,44.9
Lincoln County,3,44.7
Lincoln County,4,44.5
Lyon County,1,42.6
Lyon County,2,42.6
Lyon County,3,42.2
Lyon County,4,42.3
Mineral County,1,47.4
Mineral County,2,47.0
Mineral County,3,46.0
Mineral County,4,46.4
Nye County,1,53.1
Nye County,2,53.1
Nye County,3,53.1
Nye County,4,52.7
Pershing County,1,42.3
Pershing County,2,42.3
Pershing County,3,42.3
Pershing County,4,42.3
Storey County,1,56.9
Storey County,2,57.0
Storey County,3,56.6
Storey County,4,56.2
Washoe County,1,38.3
Washoe County,2,38.4
Washoe County,3,38.5
Washoe County,4,38.8
White Pine County,1,40.7
White Pine County,2,40.7
White Pine County,3,41.2
White Pine County,4,41.5
Carson City,1,42.4
Carson City,2,42.4
Carson City,3,42.4
Carson City,4,42.2
Belknap County,1,47.8
Belknap County,2,47.8
Belknap County,3,48.0
Belknap County,4,48.4
Carroll County,1,53.5
Carroll County,2,53.7
Carroll County,3,53.9
Carroll County,4,54.5
Cheshire County,1,43.5
Cheshire County,2,43.5
Cheshire County,3,43.7
Cheshire County,4,43.7
Coos County,1,49.8
Coos County,2,49.8
Coos County,3,49.9
Coos County,4,50.0
Grafton County,1,43.4
Grafton County,2,43.6
Grafton County,3,44.7
Grafton County,4,44.8
Hillsborough County,1,40.6
Hillsborough County,2,40.7
Hillsborough County,3,40.8
Hillsborough County,4,40.9
Merrimack County,1,42.5
Merrimack County,2,42.5
Merrimack County,3,42.7
Merrimack County,4,42.7
Rockingham County,1,44.8
Rockingham County,2,44.8
Rockingham County,3,44.7
Rockingham County,4,44.9
Strafford County,1,37.6
Strafford County,2,37.6
Strafford County,3,38.0
Strafford County,4,38.2
Sullivan County,1,47.0
Sullivan County,2,47.1
Sullivan County,3,47.2
Sullivan County,4,47.3
Atlantic County,1,42.0
Atlantic County,2,42.0
Atlantic County,3,42.1
Atlantic County,4,42.2
Bergen County,1,42.0
Bergen County,2,42.0
Bergen County,3,42.1
Bergen County,4,42.3
Burlington County,1,41.8
Burlington County,2,41.8
Burlington County,3,41.8
Burlington County,4,41.8
Camden County,1,38.8
Camden County,2,38.8
Camden County,3,38.9
Camden County,4,38.9
Cape May County,1,50.6
Cape May County,2,50.7
Cape May County,3,51.0
Cape May County,4,51.8
Cumberland County,1,37.9
Cumberland County,2,38.0
Cumberland County,3,38.0
Cumberland County,4,38.1
Essex County,1,37.5
Essex County,2,37.5
Essex County,3,37.8
Essex County,4,38.0
Gloucester County,1,40.1
Gloucester County,2,40.1
Gloucester County,3,40.0
Gloucester County,4,40.1
Hudson County,1,35.5
Hudson County,2,35.5
Hudson County,3,35.9
Hudson County,4,35.9
Hunterdon County,1,46.9
Hunterdon County,2,46.9
Hunterdon County,3,46.5
Hunterdon County,4,46.5
Mercer County,1,39.1
Mercer County,2,39.1
Mercer County,3,39.6
Mercer County,4,39.8
Middlesex County,1,39.1
Middlesex County,2,39.1
Middlesex County,3,39.3
Middlesex County,4,39.5
Monmouth County,1,43.5
Monmouth County,2,43.5
Monmouth County,3,43.4
Monmouth County,4,43.6
Morris County,1,42.7
Morris County,2,42.7
Morris County,3,42.7
Morris County,4,42.7
Ocean County,1,42.0
Ocean County,2,41.8
Ocean County,3,41.5
Ocean County,4,41.5
Passaic County,1,37.5
Passaic County,2,37.5
Passaic County,3,37.8
Passaic County,4,38.0
Salem County,1,42.1
Salem County,2,42.0
Salem County,3,41.8
Salem County,4,41.8
Somerset County,1,42.1
Somerset County,2,42.1
Somerset County,3,42.2
Somerset County,4,42.4
Sussex County,1,44.9
Sussex County,2,44.8
Sussex County,3,44.2
Sussex County,4,44.1
Union County,1,39.0
Union County,2,39.0
Union County,3,39.2
Union County,4,39.4
Warren County,1,44.5
Warren County,2,44.4
Warren County,3,44.3
Warren County,4,44.3
Bernalillo County,1,38.4
Bernalillo County,2,38.5
Bernalillo County,3,38.8
Bernalillo County,4,39.1
Catron County,1,62.3
Catron County,2,62.3
Catron County,3,62.2
Catron County,4,62.1
Chaves County,1,36.0
Chaves County,2,36.0
Chaves County,3,36.2
Chaves County,4,36.4
Cibola County,1,37.8
Cibola County,2,37.9
Cibola County,3,37.7
Cibola County,4,37.5
Colfax County,1,49.1
Colfax County,2,49.2
Colfax County,3,49.2
Colfax County,4,49.2
Curry County,1,31.6
Curry County,2,31.6
Curry County,3,31.7
Curry County,4,31.8
De Baca County,1,49.0
De Baca County,2,49.3
De Baca County,3,48.4
De Baca County,4,45.6
Doña Ana County,1,33.3
Doña Ana County,2,33.4
Doña Ana County,3,33.6
Doña Ana County,4,33.7
Eddy County,1,35.1
Eddy County,2,35.1
Eddy County,3,35.6
Eddy County,4,35.7
Grant County,1,47.7
Grant County,2,47.7
Grant County,3,48.4
Grant County,4,48.5
Guadalupe County,1,39.3
Guadalupe County,2,39.2
Guadalupe County,3,39.3
Guadalupe County,4,39.8
Harding County,1,60.2
Harding County,2,60.0
Harding County,3,60.4
Harding County,4,60.5
Hidalgo County,1,42.5
Hidalgo County,2,42.5
Hidalgo County,3,42.4
Hidalgo County,4,41.9
Lea County,1,31.7
Lea County,2,31.7
Lea County,3,31.9
Lea County,4,32.1
Lincoln County,1,51.8
Lincoln County,2,52.0
Lincoln County,3,52.2
Lincoln County,4,52.1
Los Alamos County,1,40.6
Los Alamos County,2,40.6
Los Alamos County,3,40.7
Los Alamos County,4,40.9
Luna County,1,37.3
Luna County,2,37.2
Luna County,3,37.2
Luna County,4,37.1
McKinley County,1,33.4
McKinley County,2,33.4
McKinley County,3,33.6
McKinley County,4,34.1
Mora County,1,51.5
Mora County,2,51.6
Mora County,3,52.0
Mora County,4,52.6
Otero County,1,35.5
Otero County,2,35.5
Otero County,3,35.8
Otero County,4,36.1
Quay County,1,46.5
Quay County,2,46.6
Quay County,3,46.8
Quay County,4,46.5
Rio Arriba County,1,41.6
Rio Arriba County,2,41.7
Rio Arriba County,3,41.8
Rio Arriba County,4,42.3
Roosevelt County,1,31.0
Roosevelt County,2,31.0
Roosevelt County,3,30.8
Roosevelt County,4,30.9
Sandoval County,1,40.4
Sandoval County,2,40.5
Sandoval County,3,40.8
Sandoval County,4,41.1
San Juan County,1,36.7
San Juan County,2,36.8
San Juan County,3,37.1
San Juan County,4,37.4
San Miguel County,1,45.1
San Miguel County,2,45.2
San Miguel County,3,45.6
San Miguel County,4,46.1
Santa Fe County,1,47.5
Santa Fe County,2,47.6
Santa Fe County,3,48.1
Santa Fe County,4,48.4
Sierra County,1,56.8
Sierra County,2,56.9
Sierra County,3,56.7
Sierra County,4,56.2
Socorro County,1,39.1
Socorro County,2,39.1
Socorro County,3,39.4
Socorro County,4,39.4
Taos County,1,49.7
Taos County,2,49.9
Taos County,3,50.3
Taos County,4,50.7
Torrance County,1,44.0
Torrance County,2,44.0
Torrance County,3,44.0
Torrance County,4,43.7
Union County,1,42.2
Union County,2,42.4
Union County,3,42.1
Union County,4,42.6
Valencia County,1,39.3
Valencia County,2,39.4
Valencia County,3,39.5
Valencia County,4,39.5
Albany County,1,38.2
Albany County,2,38.3
Albany County,3,38.1
Albany County,4,38.4
Allegany County,1,39.7
Allegany County,2,38.7
Allegany County,3,39.1
Allegany County,4,39.5
Bronx County,1,34.8
Bronx County,2,34.8
Bronx County,3,35.4
Bronx County,4,35.9
Broome County,1,39.7
Broome County,2,39.7
Broome County,3,39.3
Broome County,4,39.5
Cattaraugus County,1,42.2
Cattaraugus County,2,42.2
Cattaraugus County,3,42.4
Cattaraugus County,4,42.5
Cayuga County,1,43.5
Cayuga County,2,43.5
Cayuga County,3,43.6
Cayuga County,4,43.9
Chautauqua County,1,42.9
Chautauqua County,2,42.9
Chautauqua County,3,43.1
Chautauqua County,4,43.2
Chemung County,1,41.7
Chemung County,2,41.7
Chemung County,3,41.8
Chemung County,4,42.0
Chenango County,1,44.8
Chenango County,2,44.8
Chenango County,3,44.9
Chenango County,4,45.0
Clinton County,1,40.7
Clinton County,2,40.7
Clinton County,3,40.8
Clinton County,4,41.3
Columbia County,1,49.1
Columbia County,2,49.1
Columbia County,3,49.3
Columbia County,4,50.1
Cortland County,1,36.6
Cortland County,2,36.5
Cortland County,3,36.5
Cortland County,4,36.7
Delaware County,1,49.0
Delaware County,2,49.1
Delaware County,3,49.0
Delaware County,4,49.1
Dutchess County,1,42.7
Dutchess County,2,42.7
Dutchess County,3,42.6
Dutchess County,4,42.8
Erie County,1,40.2
Erie County,2,40.2
Erie County,3,40.2
Erie County,4,40.4
Essex County,1,49.1
Essex County,2,49.1
Essex County,3,49.2
Essex County,4,49.8
Franklin County,1,41.3
Franklin County,2,41.3
Franklin County,3,41.6
Franklin County,4,42.1
Fulton County,1,43.7
Fulton County,2,43.7
Fulton County,3,43.8
Fulton County,4,44.3
Genesee County,1,43.0
Genesee County,2,43.0
Genesee County,3,43.1
Genesee County,4,43.2
Greene County,1,47.0
Greene County,2,47.0
Greene County,3,47.0
Greene County,4,47.4
Hamilton County,1,56.7
Hamilton County,2,56.9
Hamilton County,3,57.0
Hamilton County,4,57.3
Herkimer County,1,44.2
Herkimer County,2,44.1
Herkimer County,3,44.1
Herkimer County,4,44.2
Jefferson County,1,33.1
Jefferson County,2,33.2
Jefferson County,3,33.0
Jefferson County,4,33.3
Kings County,1,35.8
Kings County,2,35.8
Kings County,3,36.4
Kings County,4,36.7
Lewis County,1,42.1
Lewis County,2,42.1
Lewis County,3,42.3
Lewis County,4,42.6
Livingston County,1,41.3
Livingston County,2,41.3
Livingston County,3,41.3
Livingston County,4,41.5
Madison County,1,41.8
Madison County,2,41.8
Madison County,3,42.2
Madison County,4,42.5
Monroe County,1,39.3
Monroe County,2,39.3
Monroe County,3,39.4
Monroe County,4,39.7
Montgomery County,1,40.6
Montgomery County,2,40.6
Montgomery County,3,40.2
Montgomery County,4,40.2
Nassau County,1,41.7
Nassau County,2,41.6
Nassau County,3,41.7
Nassau County,4,41.9
New York County,1,38.0
New York County,2,38.2
New York County,3,39.4
New York County,4,39.0
Niagara County,1,43.2
Niagara County,2,43.1
Niagara County,3,43.1
Niagara County,4,43.2
Oneida County,1,40.8
Oneida County,2,40.8
Oneida County,3,40.8
Oneida County,4,40.9
Onondaga County,1,39.3
Onondaga County,2,39.4
Onondaga County,3,39.6
Onondaga County,4,39.8
Ontario County,1,43.6
Ontario County,2,43.7
Ontario County,3,43.9
Ontario County,4,44.3
Orange County,1,36.7
Orange County,2,36.7
Orange County,3,36.7
Orange County,4,36.8
Orleans County,1,43.1
Orleans County,2,43.1
Orleans County,3,43.2
Orleans County,4,43.5
Oswego County,1,40.4
Oswego County,2,40.5
Oswego County,3,40.5
Oswego County,4,40.7
Otsego County,1,41.8
Otsego County,2,41.8
Otsego County,3,39.7
Otsego County,4,39.9
Putnam County,1,44.4
Putnam County,2,44.3
Putnam County,3,44.1
Putnam County,4,44.1
Queens County,1,39.7
Queens County,2,39.7
Queens County,3,40.4
Queens County,4,40.9
Rensselaer County,1,40.0
Rensselaer County,2,40.0
Rensselaer County,3,40.2
Rensselaer County,4,40.5
Richmond County,1,40.2
Richmond County,2,40.1
Richmond County,3,40.3
Richmond County,4,40.6
Rockland County,1,35.4
Rockland County,2,35.3
Rockland County,3,35.1
Rockland County,4,34.9
St. Lawrence County,1,39.3
St. Lawrence County,2,39.3
St. Lawrence County,3,39.5
St. Lawrence County,4,39.8
Saratoga County,1,43.1
Saratoga County,2,43.1
Saratoga County,3,43.3
Saratoga County,4,43.6
Schenectady County,1,39.8
Schenectady County,2,39.4
Schenectady County,3,39.3
Schenectady County,4,39.4
Schoharie County,1,46.0
Schoharie County,2,46.0
Schoharie County,3,45.7
Schoharie County,4,45.8
Schuyler County,1,46.8
Schuyler County,2,47.0
Schuyler County,3,47.1
Schuyler County,4,47.4
Seneca County,1,42.2
Seneca County,2,42.2
Seneca County,3,42.1
Seneca County,4,42.7
Steuben County,1,42.9
Steuben County,2,42.9
Steuben County,3,42.9
Steuben County,4,43.1
Suffolk County,1,41.9
Suffolk County,2,41.9
Suffolk County,3,41.8
Suffolk County,4,42.0
Sullivan County,1,42.1
Sullivan County,2,42.0
Sullivan County,3,41.8
Sullivan County,4,41.9
Tioga County,1,44.5
Tioga County,2,44.5
Tioga County,3,44.7
Tioga County,4,44.7
Tompkins County,1,31.7
Tompkins County,2,34.3
Tompkins County,3,31.9
Tompkins County,4,32.3
Ulster County,1,44.3
Ulster County,2,44.3
Ulster County,3,44.0
Ulster County,4,44.3
Warren County,1,46.8
Warren County,2,46.8
Warren County,3,46.9
Warren County,4,47.1
Washington County,1,44.6
Washington County,2,44.7
Washington County,3,44.8
Washington County,4,45.0
Wayne County,1,43.7
Wayne County,2,43.8
Wayne County,3,43.7
Wayne County,4,43.8
Westchester County,1,41.4
Westchester County,2,41.3
Westchester County,3,41.5
Westchester County,4,41.9
Wyoming County,1,43.2
Wyoming County,2,43.2
Wyoming County,3,43.4
Wyoming County,4,43.5
Yates County,1,41.2
Yates County,2,41.2
Yates County,3,41.6
Yates County,4,41.8
Alamance County,1,39.0
Alamance County,2,39.1
Alamance County,3,39.0
Alamance County,4,39.0
Alexander County,1,44.0
Alexander County,2,44.1
Alexander County,3,44.0
Alexander County,4,44.0
Alleghany County,1,50.8
Alleghany County,2,50.9
Alleghany County,3,51.2
Alleghany County,4,51.8
Anson County,1,41.8
Anson County,2,41.8
Anson County,3,41.4
Anson County,4,41.2
Ashe County,1,49.6
Ashe County,2,49.7
Ashe County,3,50.1
Ashe County,4,50.3
Avery County,1,45.8
Avery County,2,45.8
Avery County,3,46.5
Avery County,4,46.7
Beaufort County,1,47.1
Beaufort County,2,47.1
Beaufort County,3,47.3
Beaufort County,4,47.6
Bertie County,1,46.0
Bertie County,2,46.0
Bertie County,3,46.5
Bertie County,4,46.4
Bladen County,1,45.4
Bladen County,2,45.3
Bladen County,3,45.7
Bladen County,4,45.7
Brunswick County,1,55.7
Brunswick County,2,55.9
Brunswick County,3,56.3
Brunswick County,4,56.6
Buncombe County,1,42.5
Buncombe County,2,42.6
Buncombe County,3,42.7
Buncombe County,4,43.0
Burke County,1,45.4
Burke County,2,45.5
Burke County,3,45.6
Burke County,4,45.7
Cabarrus County,1,37.7
Cabarrus County,2,37.7
Cabarrus County,3,37.7
Cabarrus County,4,37.9
Caldwell County,1,44.7
Caldwell County,2,44.8
Caldwell County,3,44.8
Caldwell County,4,44.9
Camden County,1,41.4
Camden County,2,41.4
Camden County,3,40.7
Camden County,4,40.8
Carteret County,1,49.8
Carteret County,2,50.0
Carteret County,3,50.3
Carteret County,4,50.8
Caswell County,1,46.2
Caswell County,2,46.2
Caswell County,3,46.4
Caswell County,4,46.4
Catawba County,1,41.7
Catawba County,2,41.7
Catawba County,3,41.7
Catawba County,4,41.7
Chatham County,1,47.9
Chatham County,2,47.9
Chatham County,3,48.3
Chatham County,4,48.5
Cherokee County,1,52.7
Cherokee County,2,53.0
Cherokee County,3,53.6
Cherokee County,4,53.7
Chowan County,1,47.5
Chowan County,2,47.5
Chowan County,3,47.2
Chowan County,4,47.1
Clay County,1,53.5
Clay County,2,53.7
Clay County,3,54.6
Clay County,4,55.3
Cleveland County,1,41.2
Cleveland County,2,41.2
Cleveland County,3,40.8
Cleveland County,4,40.7
Columbus County,1,42.2
Columbus County,2,42.1
Columbus County,3,42.1
Columbus County,4,42.0
Craven County,1,38.5
Craven County,2,38.6
Craven County,3,39.1
Craven County,4,39.4
Cumberland County,1,31.9
Cumberland County,2,32.0
Cumberland County,3,31.9
Cumberland County,4,32.0
Currituck County,1,42.3
Currituck County,2,42.2
Currituck County,3,41.9
Currituck County,4,41.9
Dare County,1,47.9
Dare County,2,48.0
Dare County,3,48.2
Dare County,4,48.7
Davidson County,1,42.4
Davidson County,2,42.4
Davidson County,3,42.4
Davidson County,4,42.3
Davie County,1,45.5
Davie County,2,45.5
Davie County,3,45.4
Davie County,4,45.4
Duplin County,1,40.9
Duplin County,2,40.9
Duplin County,3,40.9
Duplin County,4,40.6
Durham County,1,35.8
Durham County,2,35.9
Durham County,3,35.9
Durham County,4,36.0
Edgecombe County,1,41.9
Edgecombe County,2,41.9
Edgecombe County,3,41.9
Edgecombe County,4,41.8
Forsyth County,1,38.4
Forsyth County,2,38.4
Forsyth County,3,38.3
Forsyth County,4,38.4
Franklin County,1,41.5
Franklin County,2,41.5
Franklin County,3,41.2
Franklin County,4,41.1
Gaston County,1,39.9
Gaston County,2,39.9
Gaston County,3,39.8
Gaston County,4,39.7
Gates County,1,47.3
Gates County,2,47.4
Gates County,3,47.3
Gates County,4,47.1
Graham County,1,45.8
Graham County,2,45.7
Graham County,3,45.4
Graham County,4,45.6
Granville County,1,42.5
Granville County,2,42.5
Granville County,3,42.5
Granville County,4,42.5
Greene County,1,40.1
Greene County,2,40.1
Greene County,3,40.1
Greene County,4,40.1
Guilford County,1,37.2
Guilford County,2,37.4
Guilford County,3,37.4
Guilford County,4,37.4
Halifax County,1,43.6
Halifax County,2,43.6
Halifax County,3,43.5
Halifax County,4,43.4
Harnett County,1,35.3
Harnett County,2,35.3
Harnett County,3,35.4
Harnett County,4,35.6
Haywood County,1,47.7
Haywood County,2,47.8
Haywood County,3,47.7
Haywood County,4,47.8
Henderson County,1,47.8
Henderson County,2,47.9
Henderson County,3,48.2
Henderson County,4,48.2
Hertford County,1,42.3
Hertford County,2,42.3
Hertford County,3,42.6
Hertford County,4,42.8
Hoke County,1,33.7
Hoke County,2,33.8
Hoke County,3,33.7
Hoke County,4,33.9
Hyde County,1,45.7
Hyde County,2,45.8
Hyde County,3,45.5
Hyde County,4,46.1
Iredell County,1,40.9
Iredell County,2,40.9
Iredell County,3,40.9
Iredell County,4,41.0
Jackson County,1,38.2
Jackson County,2,39.3
Jackson County,3,39.6
Jackson County,4,40.0
Johnston County,1,38.3
Johnston County,2,38.3
Johnston County,3,38.2
Johnston County,4,38.3
