,county_ascii_smoking,county_full_smoking,county_fips_smoking,state_id_smoking,state_name,lat,lng,id_smoking,LocationDesc,Data_Value,normalized_smoking,normalized_copd,normalized_covid,normalized_sepsis,normalized_drowning,normalized_vaccination,normalized_flu,normalized_pneumonia,normalized_literacy,normalized_seniors,normalized_incomes,normalized_health_insurance
0,Los Angeles,Los Angeles County,6037,CA,California,34.3209,-118.2247,1,California,10,0.132075472,0.089430894,0.064641206,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.825178124,0.202046036
1,Cook,Cook County,17031,IL,Illinois,41.8401,-87.8168,2,Illinois,14.5,0.41509434,0.162601626,0.048277549,0.449101796,0.085365854,0.491039427,0.1,0.486772487,0.505681818,0.514851485,0.944783316,0.204603581
2,Cook,Cook County,17031,IL,Illinois,41.8401,-87.8168,2,Illinois,14.5,0.41509434,0.162601626,0.048277549,0.449101796,0.085365854,0.491039427,0.1,0.486772487,0.505681818,0.514851485,0.828829766,0.204603581
3,Cook,Cook County,17031,IL,Illinois,41.8401,-87.8168,2,Illinois,14.5,0.41509434,0.162601626,0.048277549,0.449101796,0.085365854,0.491039427,0.1,0.486772487,0.505681818,0.514851485,0.870279427,0.204603581
4,Harris,Harris County,48201,TX,Texas,29.8577,-95.3936,3,Texas,14.7,0.427672956,0.18699187,0.044539352,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.883322065,0.514066496
5,Harris,Harris County,48201,TX,Texas,29.8577,-95.3936,3,Texas,14.7,0.427672956,0.18699187,0.044539352,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.850802767,0.514066496
6,Maricopa,Maricopa County,4013,AZ,Arizona,33.349,-112.4915,4,Arizona,14.9,0.440251572,0.195121951,0.060011139,0.077844311,0.190243902,0.211469534,0.1,0.285714286,0.676136364,0.326732673,0.870818072,0.281329923
7,San Diego,San Diego County,6073,CA,California,33.0343,-116.735,5,California,10,0.132075472,0.113821138,0.055031706,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.827819342,0.150895141
8,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.798446474,0.132992327
9,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.895551164,0.132992327
10,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.9292852,0.132992327
11,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.874187389,0.132992327
12,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.821270162,0.132992327
13,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.905317355,0.132992327
14,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.881743278,0.132992327
15,Orange,Orange County,6059,CA,California,33.7031,-117.7609,6,California,10,0.132075472,0.073170732,0.039690963,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.874109378,0.132992327
16,Miami-Dade,Miami-Dade County,12086,FL,Florida,25.615,-80.5623,8,Florida,14.8,0.433962264,0.178861789,0.103524101,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.865401903,0.391304348
17,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,9,Texas,14.7,0.427672956,0.219512195,0.043753527,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.935800947,0.516624041
18,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,9,Texas,14.7,0.427672956,0.219512195,0.043753527,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.922045068,0.516624041
19,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,9,Texas,14.7,0.427672956,0.219512195,0.043753527,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.818491497,0.516624041
20,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,9,Texas,14.7,0.427672956,0.219512195,0.043753527,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.944742453,0.516624041
21,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,9,Texas,14.7,0.427672956,0.219512195,0.043753527,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.834153064,0.516624041
22,Riverside,Riverside County,6065,CA,California,33.7436,-115.9938,10,California,10,0.132075472,0.154471545,0.054982157,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.902590697,0.184143223
23,King,King County,53033,WA,Washington,47.4902,-121.8052,12,Washington,12.6,0.295597484,0.056910569,0.039539111,0.22754491,0.173170732,0.634408602,0.1,0.132275132,0.261363636,0.554455446,0.772992712,0.089514066
24,King,King County,53033,WA,Washington,47.4902,-121.8052,12,Washington,12.6,0.295597484,0.056910569,0.039539111,0.22754491,0.173170732,0.634408602,0.1,0.132275132,0.261363636,0.554455446,0.709302585,0.089514066
25,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.926350513,0.294117647
26,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.898931626,0.294117647
27,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.909997994,0.294117647
28,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.900150078,0.294117647
29,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.863830546,0.294117647
30,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.916298283,0.294117647
31,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.928341642,0.294117647
32,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.880822009,0.294117647
33,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.912665215,0.294117647
34,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.822135709,0.294117647
35,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.861999153,0.294117647
36,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,13,Nevada,15.7,0.490566038,0.260162602,0.051126881,0.143712575,0.148780488,0.136200717,0.1,0.391534392,0.784090909,0.524752475,0.903062475,0.294117647
37,San Bernardino,San Bernardino County,6071,CA,California,34.8414,-116.1784,14,California,10,0.132075472,0.154471545,0.059271219,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.910774386,0.168797954
38,Tarrant,Tarrant County,48439,TX,Texas,32.7719,-97.2911,15,Texas,14.7,0.427672956,0.203252033,0.055950813,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.877136935,0.445012788
39,Bexar,Bexar County,48029,TX,Texas,29.4489,-98.52,16,Texas,14.7,0.427672956,0.146341463,0.060493849,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.90019094,0.42455243
40,Broward,Broward County,12011,FL,Florida,26.1523,-80.4871,17,Florida,14.8,0.433962264,0.227642276,0.069413136,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.864788963,0.37084399
41,Santa Clara,Santa Clara County,6085,CA,California,37.2318,-121.6951,18,California,10,0.132075472,0.024390244,0.041582633,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.62367289,0.069053708
42,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.951191334,0.10741688
43,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.918330275,0.10741688
44,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.912107996,0.10741688
45,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.911706799,0.10741688
46,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.950752989,0.10741688
47,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.903218497,0.10741688
48,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.937141987,0.10741688
49,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.931306047,0.10741688
50,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.900789022,0.10741688
51,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.888749378,0.10741688
52,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.911086428,0.10741688
53,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.895818629,0.10741688
54,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.897074229,0.10741688
55,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.955493064,0.10741688
56,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.893805211,0.10741688
57,Wayne,Wayne County,26163,MI,Michigan,42.2819,-83.2822,19,Michigan,18.7,0.679245283,0.422764228,0.049930256,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.938683626,0.10741688
58,Alameda,Alameda County,6001,CA,California,37.6469,-121.8888,20,California,10,0.132075472,0.048780488,0.038138995,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.749767825,0.066496164
59,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,22,Massachusetts,12,0.257861635,0.081300813,0.04408775,0.389221557,0.036585366,0.885304659,0.3,0.439153439,0.329545455,0.435643564,0.813807143,0.015345269
60,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,22,Massachusetts,12,0.257861635,0.081300813,0.04408775,0.389221557,0.036585366,0.885304659,0.3,0.439153439,0.329545455,0.435643564,0.737984502,0.015345269
61,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,22,Massachusetts,12,0.257861635,0.081300813,0.04408775,0.389221557,0.036585366,0.885304659,0.3,0.439153439,0.329545455,0.435643564,0.83862939,0.015345269
62,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,22,Massachusetts,12,0.257861635,0.081300813,0.04408775,0.389221557,0.036585366,0.885304659,0.3,0.439153439,0.329545455,0.435643564,0.871144974,0.015345269
63,Philadelphia,Philadelphia County,42101,PA,Pennsylvania,40.0077,-75.1339,23,Pennsylvania,17.3,0.591194969,0.300813008,0.039256224,0.562874251,0.029268293,0.605734767,0.2,0.354497354,0.375,0.267326733,0.869220711,0.16112532
64,Sacramento,Sacramento County,6067,CA,California,38.4493,-121.3443,24,California,10,0.132075472,0.162601626,0.042410227,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.864369191,0.104859335
65,Suffolk,Suffolk County,36103,NY,New York,40.8686,-72.8448,25,New York,12.7,0.301886792,0.170731707,0.065097572,0.25748503,0.007317073,0.580645161,0.4,0.634920635,0.732954545,0.435643564,0.74196676,0.066496164
66,Suffolk,Suffolk County,36103,NY,New York,40.8686,-72.8448,25,New York,12.7,0.301886792,0.170731707,0.065097572,0.25748503,0.007317073,0.580645161,0.4,0.634920635,0.732954545,0.435643564,0.79491742,0.066496164
67,Palm Beach,Palm Beach County,12099,FL,Florida,26.6476,-80.4655,26,Florida,14.8,0.433962264,0.25203252,0.054078233,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.735161259,0.404092072
68,Hillsborough,Hillsborough County,12057,FL,Florida,27.9291,-82.3091,28,Florida,14.8,0.433962264,0.260162602,0.05617782,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.881304933,0.265984655
69,Hillsborough,Hillsborough County,12057,FL,Florida,27.9291,-82.3091,28,Florida,14.8,0.433962264,0.260162602,0.05617782,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.830430842,0.265984655
70,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.798446474,0.319693095
71,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.895551164,0.319693095
72,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.9292852,0.319693095
73,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.874187389,0.319693095
74,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.821270162,0.319693095
75,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.905317355,0.319693095
76,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.881743278,0.319693095
77,Orange,Orange County,12095,FL,Florida,28.5145,-81.3236,29,Florida,14.8,0.433962264,0.243902439,0.057284774,0.281437126,0.336585366,0.146953405,0.3,0.174603175,0.693181818,0.04950495,0.874109378,0.319693095
78,Nassau,Nassau County,36059,NY,New York,40.7328,-73.5865,30,New York,12.7,0.301886792,0.12195122,0.069373773,0.25748503,0.007317073,0.580645161,0.4,0.634920635,0.732954545,0.435643564,0.833774155,0.04859335
79,Nassau,Nassau County,36059,NY,New York,40.7328,-73.5865,30,New York,12.7,0.301886792,0.12195122,0.069373773,0.25748503,0.007317073,0.580645161,0.4,0.634920635,0.732954545,0.435643564,0.731661924,0.04859335
80,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.941785478,0.184143223
81,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.948854729,0.184143223
82,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.9349354,0.184143223
83,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.948828726,0.184143223
84,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.931060871,0.184143223
85,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.923687006,0.184143223
86,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.890421035,0.184143223
87,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.890525049,0.184143223
88,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.907772833,0.184143223
89,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.906108606,0.184143223
90,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.940017237,0.184143223
91,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.915529321,0.184143223
92,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.855802878,0.184143223
93,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.936086986,0.184143223
94,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.897419705,0.184143223
95,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.849053099,0.184143223
96,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.912613208,0.184143223
97,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.925696709,0.184143223
98,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.874083375,0.184143223
99,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.887868972,0.184143223
100,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.918764906,0.184143223
101,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.904024607,0.184143223
102,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.885168317,0.184143223
103,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.904303216,0.184143223
104,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,31,Ohio,20.8,0.811320755,0.317073171,0.046208322,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.920964063,0.184143223
105,Oakland,Oakland County,26125,MI,Michigan,42.6604,-83.3858,32,Michigan,18.7,0.679245283,0.18699187,0.050789403,0.395209581,0.136585366,0.627240143,0.1,0.433862434,0.346590909,0.356435644,0.793643246,0.063938619
106,Hennepin,Hennepin County,27053,MN,Minnesota,45.0045,-93.477,33,Minnesota,14.6,0.421383648,0.06504065,0.051106007,0.203592814,0.090243902,0.698924731,0.1,0.08994709,0.090909091,0.495049505,0.781016665,0.081841432
107,Travis,Travis County,48453,TX,Texas,30.3344,-97.782,34,Texas,14.7,0.427672956,0.105691057,0.03680112,0.502994012,0.182926829,0.301075269,0.3,0.317460317,0.948863636,0.851485149,0.804965935,0.294117647
108,Cuyahoga,Cuyahoga County,39035,OH,Ohio,41.4243,-81.6586,35,Ohio,20.8,0.811320755,0.357723577,0.045487522,0.604790419,0.1,0.408602151,0.1,0.375661376,0.352272727,0.386138614,0.861486512,0.132992327
109,Allegheny,Allegheny County,42003,PA,Pennsylvania,40.4688,-79.9812,36,Pennsylvania,17.3,0.591194969,0.203252033,0.044854316,0.562874251,0.029268293,0.605734767,0.2,0.354497354,0.375,0.267326733,0.832009629,0.089514066
110,Salt Lake,Salt Lake County,49035,UT,Utah,40.6673,-111.9236,37,Utah,7.9,0,0.113821138,0.060957624,0.275449102,0.131707317,0.433691756,0.3,0.206349206,0.170454545,1,0.864231744,0.196930946
111,Contra Costa,Contra Costa County,6013,CA,California,37.9192,-121.9277,38,California,10,0.132075472,0.073170732,0.040938589,0.035928144,0.109756098,0.35483871,0.6,0.37037037,0.960227273,0.653465347,0.749511505,0.079283887
112,Wake,Wake County,37183,NC,North Carolina,35.7903,-78.6503,40,North Carolina,18.5,0.666666667,0.138211382,0.059902477,0.538922156,0.112195122,0.444444444,0.3,0.412698413,0.556818182,0.465346535,0.834071339,0.184143223
113,Mecklenburg,Mecklenburg County,37119,NC,North Carolina,35.2467,-80.8328,41,North Carolina,18.5,0.666666667,0.178861789,0.056009522,0.538922156,0.112195122,0.444444444,0.3,0.412698413,0.556818182,0.465346535,0.831411547,0.253196931
114,Mecklenburg,Mecklenburg County,37119,NC,North Carolina,35.2467,-80.8328,41,North Carolina,18.5,0.666666667,0.178861789,0.056009522,0.538922156,0.112195122,0.444444444,0.3,0.412698413,0.556818182,0.465346535,0.925889879,0.253196931
115,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.904997883,0.125319693
116,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.952101458,0.125319693
117,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.947554552,0.125319693
118,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.932710239,0.125319693
119,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.914047118,0.125319693
120,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,42,Maryland,12.7,0.301886792,0.056910569,0.03637209,0.550898204,0.080487805,0.849462366,0.3,0.322751323,0.482954545,0.544554455,0.914949813,0.125319693
